"		143",대구,2022-05-01,20.7,27.4,33.2,14.1,6.5,50,17
"		143",대구,2022-06-01,24.3,29.7,37.1,19.8,13.3,71,20
"		143",대구,2022-07-01,27.5,32.4,36.8,23.7,21.4,77,36
"		143",대구,2022-08-01,26.9,31.4,37.8,23.4,16.2,81,27
"		143",대구,2022-09-01,21.9,26.8,33.2,17.7,11.6,80,22
"		143",대구,2022-10-01,15.5,21.6,31,10.1,3.2,72,25
"		143",대구,2022-11-01,11,17.7,24.3,5.2,-3.2,65,21
"		143",대구,2022-12-01,0.4,5.4,12.8,-4,-9.3,63,24
"		143",대구,2023-01-01,0.9,6.7,15.5,-4.3,-14.2,61,15
"		143",대구,2023-02-01,4.4,10.4,18.1,-0.7,-5.2,51,9
"		143",대구,2023-03-01,11.8,18.8,25.6,5.4,0.2,46,9
"		143",대구,2023-04-01,14.8,20.9,29.6,8.8,4.4,55,8
"		143",대구,2023-05-01,19.3,25.1,33.6,13.8,5.7,63,15
"		143",대구,2023-06-01,24,29.6,34.2,19.3,13.8,66,20
"		143",대구,2023-07-01,26.7,31.1,35.5,23.1,18,78,32
"		143",대구,2023-08-01,27.5,31.9,37.7,24,21.2,76,36
"		143",대구,2023-09-01,23.5,27.9,32.8,20,15.3,77,39
"		143",대구,2023-10-01,15.9,22.4,24.8,10.5,5.3,66,24
"		143",대구,2023-11-01,9.2,15.1,27.3,4.1,-2.4,57,12
"		143",대구,2023-12-01,3.5,8.6,20,-1.3,-9.7,62,15
"		133",대전,2020-01-01,2.7,7.8,14.2,-1.2,-7.7,69,20
"		133",대전,2020-02-01,3.6,9.3,16.8,-1.2,-10.5,68,15
"		133",대전,2020-03-01,8.5,15,23.1,2.3,-3.6,56,12
"		133",대전,2020-04-01,11.5,18.7,26.9,5.2,0.6,51,9
"		133",대전,2020-05-01,18.8,24.4,29.3,13.9,8.6,71,18
"		133",대전,2020-06-01,24.1,29,34.3,20,15,76,26
"		133",대전,2020-07-01,23.6,27.2,31.6,20.7,17.3,88,51
"		133",대전,2020-08-01,27.5,31.5,35.4,24.6,22.8,87,46
"		133",대전,2020-09-01,21.2,25.9,31.4,17.4,12.3,80,37
"		133",대전,2020-10-01,14.2,20.6,25.5,8.9,3.4,70,22
"		133",대전,2020-11-01,8.6,14.4,22.1,3.8,-2.7,69,12
"		133",대전,2020-12-01,0.5,6.1,13.4,-3.8,-13.2,65,13
"		133",대전,2021-01-01,-1,4.6,14.5,-6,-17.5,67,18
"		133",대전,2021-02-01,4,10,22.6,-1.6,-8.9,58,8
"		133",대전,2021-03-01,9.6,15.9,24.4,4,-1.8,65,9
"		133",대전,2021-04-01,14.7,20.9,29.9,8.9,2.3,55,13
"		133",대전,2021-05-01,17.7,23.1,31.8,12.8,6,72,21
"		133",대전,2021-06-01,23.5,28.5,32.9,19.1,13.3,76,27
"		133",대전,2021-07-01,27.8,32.3,36.1,24,20.6,79,40
"		133",대전,2021-08-01,25.8,29.9,35.3,22.6,19.4,84,47
"		133",대전,2021-09-01,22.4,26.8,30.8,18.9,15.2,81,40
